Airline,Departure_Time,Arrival_Time,Duration,Departure,Destination,Date,Total_Stops,SClass,Price
Vietnam Airlines,09:40,15:40,360,THD,PQC,17-04-2025,1,ECONOMY,4112000
Vietnam Airlines,06:30,08:35,125,SGN,VII,15-04-2025,0,ECONOMY,2395000
Vietnam Airlines,15:30,16:35,65,SGN,PXU,15-04-2025,0,ECONOMY,1394000
VietJet Air,09:45,11:55,130,SGN,HAN,21-04-2025,0,ECONOMY,1555300
Vietnam Airlines,08:10,19:10,660,VCS,VDH,17-04-2025,2,ECONOMY,5950000
Vietnam Airlines,07:55,15:50,475,DAD,VII,20-04-2025,1,ECONOMY,4401000
Vietnam Airlines,14:35,19:50,315,DAD,DLI,18-04-2025,1,ECONOMY,3237000
Vietnam Airlines,10:55,13:05,130,SGN,HPH,16-04-2025,0,BUSINESS,5019000
Vietnam Airlines,08:00,13:25,325,DLI,BMV,19-04-2025,1,ECONOMY,2463000
Bamboo Airways,15:55,17:50,115,CXR,HAN,18-04-2025,0,ECONOMY,2163000
VietJet Air,07:55,10:00,125,PQC,HAN,17-04-2025,0,PREMIUM_ECONOMY,4849800
Vietnam Airlines,11:20,19:15,475,VII,PQC,20-04-2025,1,ECONOMY,4137000
Vietnam Airlines,08:00,14:55,415,SGN,VCL,16-04-2025,1,BUSINESS,10968000
Bamboo Airways,14:30,16:25,115,HAN,DLI,20-04-2025,0,BUSINESS,3058000
Vietnam Airlines,19:40,21:35,115,CXR,HAN,16-04-2025,0,BUSINESS,6304000
Vietnam Airlines,14:15,22:20,485,HPH,DAD,16-04-2025,1,ECONOMY,4183000
Bamboo Airways,07:25,09:50,145,HAN,VCS,15-04-2025,0,PREMIUM_ECONOMY,4688000
Vietnam Airlines,11:05,16:20,315,UIH,PXU,20-04-2025,1,ECONOMY,3383000
Vietnam Airlines,06:35,16:20,585,VKG,PXU,18-04-2025,1,ECONOMY,2478000
Vietnam Airlines,09:40,16:55,435,THD,VDH,19-04-2025,1,ECONOMY,2663000
Vietnam Airlines,11:20,19:45,505,VII,DLI,15-04-2025,1,ECONOMY,3955000
VietJet Air,13:35,15:35,120,THD,SGN,16-04-2025,0,PREMIUM_ECONOMY,4667000
Vietnam Airlines,10:45,16:20,335,DAD,PXU,19-04-2025,1,ECONOMY,2757000
Vietnam Airlines,21:10,22:55,105,BMV,HAN,18-04-2025,0,ECONOMY,1079000
Vietnam Airlines,11:15,19:50,515,HPH,DLI,16-04-2025,1,ECONOMY,3950000
Bamboo Airways,15:30,17:10,100,UIH,HAN,15-04-2025,0,BUSINESS,2770000
Bamboo Airways,18:40,20:35,115,CXR,HAN,19-04-2025,0,BUSINESS,3612000
Vietnam Airlines,18:15,20:20,125,SGN,THD,18-04-2025,0,ECONOMY,1475000
VietJet Air,09:40,11:50,130,HAN,SGN,19-04-2025,0,PREMIUM_ECONOMY,4687000
Vietnam Airlines,08:10,16:55,525,VCS,VDH,18-04-2025,1,ECONOMY,2679000
Vietnam Airlines,19:50,22:10,140,HPH,SGN,19-04-2025,0,BUSINESS,4324000
VietJet Air,05:50,07:55,125,VCA,HAN,19-04-2025,0,ECONOMY,1332000
Vietnam Airlines,15:50,17:15,85,DAD,HPH,20-04-2025,0,ECONOMY,1286000
Vietnam Airlines,13:05,14:35,90,SGN,HUI,15-04-2025,0,ECONOMY,1506000
Vietnam Airlines,07:00,15:00,480,SGN,TBB,19-04-2025,1,BUSINESS,12503000
Vietnam Airlines,08:40,19:10,630,PQC,VDH,15-04-2025,2,ECONOMY,5197000
Vietnam Airlines,06:00,20:50,890,DAD,VDO,17-04-2025,1,ECONOMY,2325000
Bamboo Airways,20:20,21:35,75,HUI,HAN,19-04-2025,0,ECONOMY,1258000
Vietnam Airlines,09:00,14:00,300,VII,DAD,16-04-2025,1,ECONOMY,3477000
Vietnam Airlines,08:25,15:30,425,HUI,CXR,15-04-2025,1,ECONOMY,2570000
VietJet Air,19:45,21:35,110,SGN,VII,15-04-2025,0,PREMIUM_ECONOMY,4702000
VietJet Air,08:20,09:40,80,DAD,HAN,17-04-2025,0,ECONOMY,1122900
VietJet Air,07:25,09:00,95,SGN,VDH,18-04-2025,0,PREMIUM_ECONOMY,3615600
VietJet Air,08:05,09:55,110,DLI,HAN,19-04-2025,0,PREMIUM_ECONOMY,4687000
Bamboo Airways,20:20,21:40,80,SGN,DAD,21-04-2025,0,PREMIUM_ECONOMY,2780000
Vietnam Airlines,16:30,23:15,405,VII,HAN,20-04-2025,1,BUSINESS,10183000
Vietnam Airlines,10:05,23:25,800,VDH,HPH,19-04-2025,1,ECONOMY,3683000
Bamboo Airways,20:05,21:05,60,SGN,PQC,20-04-2025,0,ECONOMY,769000
Vietnam Airlines,06:50,08:00,70,VCS,SGN,21-04-2025,0,PREMIUM_ECONOMY,2544000
VietJet Air,16:50,18:10,80,DAD,HPH,19-04-2025,0,ECONOMY,1190900
Vietnam Airlines,12:40,18:40,360,PQC,DAD,20-04-2025,1,ECONOMY,6597000
Vietnam Airlines,08:25,19:10,645,HUI,VDH,15-04-2025,2,ECONOMY,5826000
Vietnam Airlines,19:10,20:40,90,SGN,DAD,15-04-2025,0,BUSINESS,4014000
Vietnam Airlines,11:00,12:40,100,DAD,VCA,20-04-2025,0,ECONOMY,2516000
Bamboo Airways,05:30,06:55,85,HAN,DAD,15-04-2025,0,ECONOMY,2030000
Vietnam Airlines,17:45,19:10,85,HAN,VDH,15-04-2025,0,ECONOMY,1176000
Bamboo Airways,10:25,18:25,480,HUI,VDO,18-04-2025,1,ECONOMY,2169000
Vietnam Airlines,12:05,19:00,415,DAD,HPH,16-04-2025,1,ECONOMY,5992000
Vietnam Airlines,15:30,19:50,260,DLI,CXR,20-04-2025,1,ECONOMY,2488000
Bamboo Airways,07:50,10:00,130,HAN,PQC,15-04-2025,0,PREMIUM_ECONOMY,3791000
Bamboo Airways,10:25,21:05,640,UIH,PQC,15-04-2025,1,ECONOMY,3207000
Vietnam Airlines,09:50,19:40,590,PXU,DAD,20-04-2025,1,ECONOMY,2002000
VietJet Air,21:35,23:35,120,THD,SGN,21-04-2025,0,ECONOMY,1007000
Vietnam Airlines,12:35,14:00,85,HUI,HAN,18-04-2025,0,ECONOMY,1241000
Bamboo Airways,09:25,11:20,115,CXR,HAN,19-04-2025,0,BUSINESS,3627000
Bamboo Airways,17:45,20:00,135,HAN,SGN,18-04-2025,0,PREMIUM_ECONOMY,4936000
Vietnam Airlines,15:40,23:30,470,TBB,SGN,19-04-2025,1,ECONOMY,4761000
Vietnam Airlines,05:55,07:45,110,SGN,HUI,18-04-2025,0,ECONOMY,1241000
Vietnam Airlines,08:00,19:50,710,DLI,CXR,19-04-2025,1,ECONOMY,2551000
Bamboo Airways,05:35,07:45,130,HAN,SGN,18-04-2025,0,BUSINESS,3766000
Vietnam Airlines,07:00,12:05,305,HAN,PQC,16-04-2025,1,ECONOMY,2698000
Vietnam Airlines,09:10,18:55,585,DAD,PXU,16-04-2025,1,ECONOMY,2622000
Vietnam Airlines,12:35,18:30,355,DLI,UIH,19-04-2025,1,ECONOMY,3110000
Vietnam Airlines,15:45,17:00,75,CXR,SGN,17-04-2025,0,ECONOMY,1571000
Bamboo Airways,20:55,23:10,135,VCA,HAN,15-04-2025,0,BUSINESS,3149000
VietJet Air,20:20,22:20,120,HPH,SGN,16-04-2025,0,PREMIUM_ECONOMY,4687000
VietJet Air,20:15,21:35,80,HAN,DAD,20-04-2025,0,ECONOMY,1366900
Vietnam Airlines,11:05,16:35,330,UIH,PXU,15-04-2025,1,ECONOMY,3910000
Vietnam Airlines,08:10,09:15,65,VCS,SGN,20-04-2025,0,PREMIUM_ECONOMY,3054000
VietJet Air,11:00,13:00,120,SGN,THD,16-04-2025,0,ECONOMY,1332000
VietJet Air,13:00,14:50,110,CXR,HAN,21-04-2025,0,PREMIUM_ECONOMY,4687000
Vietnam Airlines,06:25,13:25,420,HPH,BMV,19-04-2025,1,BUSINESS,8073000
VietJet Air,13:45,15:55,130,HAN,SGN,19-04-2025,0,ECONOMY,1322000
VietJet Air,11:00,13:10,130,SGN,HAN,20-04-2025,0,PREMIUM_ECONOMY,4687000
Vietnam Airlines,14:15,15:45,90,VCL,SGN,20-04-2025,0,BUSINESS,3444000
Vietnam Airlines,11:20,16:00,280,VII,DLI,18-04-2025,1,ECONOMY,4132000
Bamboo Airways,16:25,18:30,125,THD,SGN,16-04-2025,0,BUSINESS,3038000
Vietnam Airlines,12:30,21:10,520,CXR,HPH,20-04-2025,1,ECONOMY,4137000
VietJet Air,08:30,10:35,125,HAN,VCA,16-04-2025,0,PREMIUM_ECONOMY,4849800
Vietnam Airlines,11:35,12:35,60,PQC,SGN,19-04-2025,0,ECONOMY,683000
Bamboo Airways,18:00,19:40,100,UIH,HAN,19-04-2025,0,ECONOMY,2055000
Bamboo Airways,10:45,12:55,130,HAN,SGN,20-04-2025,0,PREMIUM_ECONOMY,4936000
Vietnam Airlines,08:10,14:10,360,VCS,CAH,18-04-2025,1,ECONOMY,3020000
Vietnam Airlines,05:00,11:20,380,HAN,PQC,16-04-2025,1,ECONOMY,2698000
VietJet Air,15:30,16:40,70,PQC,SGN,19-04-2025,0,ECONOMY,836900
Bamboo Airways,08:40,17:40,540,VCS,BMV,16-04-2025,1,ECONOMY,2589000
Vietnam Airlines,10:25,12:50,145,HAN,VCA,20-04-2025,0,BUSINESS,5564000
Vietnam Airlines,19:20,21:40,140,VCA,HAN,16-04-2025,0,ECONOMY,1530000
Bamboo Airways,13:45,15:45,120,SGN,THD,15-04-2025,0,PREMIUM_ECONOMY,3083000
Vietnam Airlines,12:25,17:55,330,PQC,VII,15-04-2025,1,ECONOMY,6052000
Bamboo Airways,17:10,19:00,110,DLI,HAN,15-04-2025,0,BUSINESS,3314000
Vietnam Airlines,13:20,18:10,290,PQC,VII,20-04-2025,1,ECONOMY,2285000
VietJet Air,08:15,09:55,100,BMV,HPH,18-04-2025,0,PREMIUM_ECONOMY,3585600
Vietnam Airlines,19:20,20:55,95,HAN,DAD,20-04-2025,0,BUSINESS,3664000
Vietnam Airlines,09:45,14:40,295,PQC,THD,18-04-2025,1,ECONOMY,3945000
Vietnam Airlines,06:00,12:50,410,DAD,VII,19-04-2025,1,BUSINESS,9313000
Vietnam Airlines,09:40,15:25,345,VCS,UIH,18-04-2025,1,ECONOMY,2827000
VietJet Air,12:30,14:40,130,HAN,SGN,20-04-2025,0,PREMIUM_ECONOMY,4677000
Vietnam Airlines,08:40,15:15,395,PXU,HUI,19-04-2025,1,ECONOMY,2721000
Vietnam Airlines,15:45,17:00,75,CXR,SGN,20-04-2025,0,BUSINESS,4469000
Vietnam Airlines,15:35,22:15,400,VCL,SGN,17-04-2025,1,ECONOMY,5967000
Vietnam Airlines,08:25,15:00,395,HUI,TBB,15-04-2025,1,ECONOMY,3012000
VietJet Air,08:45,10:45,120,THD,SGN,19-04-2025,0,ECONOMY,1037000
VietJet Air,18:05,19:30,85,DAD,SGN,17-04-2025,0,PREMIUM_ECONOMY,3169800
Vietnam Airlines,11:15,18:20,425,HPH,DAD,15-04-2025,1,ECONOMY,5977000
VietJet Air,07:00,09:10,130,SGN,HAN,20-04-2025,0,ECONOMY,1868900
Vietnam Airlines,12:35,19:50,435,HUI,CXR,18-04-2025,1,ECONOMY,2679000
Vietnam Airlines,13:00,19:50,410,PQC,CXR,18-04-2025,1,ECONOMY,2958000
Bamboo Airways,17:30,19:40,130,HAN,PQC,16-04-2025,0,BUSINESS,3766000
Vietnam Airlines,11:20,16:15,295,VII,PQC,15-04-2025,1,ECONOMY,3955000
VietJet Air,17:20,18:20,60,BMV,SGN,16-04-2025,0,ECONOMY,946700
Bamboo Airways,14:55,15:55,60,SGN,PQC,20-04-2025,0,BUSINESS,2020000
VietJet Air,10:20,12:10,110,SGN,VII,16-04-2025,0,ECONOMY,1099900
VietJet Air,07:05,09:20,135,SGN,VDO,21-04-2025,0,ECONOMY,1302000
Vietnam Airlines,09:00,17:55,535,VII,HUI,21-04-2025,1,ECONOMY,2554000
Vietnam Airlines,15:30,16:55,85,HAN,DAD,15-04-2025,0,BUSINESS,4914000
Vietnam Airlines,17:15,18:45,90,DAD,HAN,19-04-2025,0,BUSINESS,4464000
Vietnam Airlines,10:15,11:15,60,SGN,BMV,17-04-2025,0,ECONOMY,903000
Vietnam Airlines,09:45,11:45,120,CXR,HAN,15-04-2025,0,ECONOMY,2923000
Vietnam Airlines,11:05,12:35,90,SGN,VCL,19-04-2025,0,ECONOMY,1145000
Vietnam Airlines,09:10,10:30,80,DAD,DLI,19-04-2025,0,BUSINESS,3004000
Vietnam Airlines,14:15,15:25,70,SGN,VCS,21-04-2025,0,ECONOMY,1435000
Vietnam Airlines,16:30,22:50,380,VII,DAD,17-04-2025,1,ECONOMY,2566000
Vietnam Airlines,08:00,16:40,520,DLI,DAD,16-04-2025,1,BUSINESS,8418000
Bamboo Airways,17:50,19:10,80,DAD,HAN,17-04-2025,0,ECONOMY,1943000
VietJet Air,08:55,10:25,90,VCA,DAD,15-04-2025,0,ECONOMY,966900
VietJet Air,10:20,12:10,110,SGN,VII,21-04-2025,0,PREMIUM_ECONOMY,4687000
Bamboo Airways,19:50,23:55,245,HAN,SGN,20-04-2025,1,PREMIUM_ECONOMY,5515000
Vietnam Airlines,16:05,17:50,105,HUI,SGN,19-04-2025,0,BUSINESS,3459000
Bamboo Airways,10:25,11:45,80,DAD,HAN,20-04-2025,0,ECONOMY,1707000
VietJet Air,19:45,21:30,105,SGN,VII,15-04-2025,0,ECONOMY,971900
Vietnam Airlines,06:35,20:15,820,VKG,HUI,20-04-2025,1,ECONOMY,2576000
VietJet Air,18:20,19:40,80,SGN,DAD,21-04-2025,0,ECONOMY,946900
Vietnam Airlines,12:15,13:15,60,PQC,SGN,18-04-2025,0,BUSINESS,4134000
Vietnam Airlines,10:45,19:10,505,DAD,VDH,17-04-2025,1,ECONOMY,2393000
Vietnam Airlines,09:30,17:55,505,UIH,HUI,16-04-2025,1,ECONOMY,2985000
Vietnam Airlines,11:15,13:30,135,HPH,SGN,20-04-2025,0,ECONOMY,1495000
Vietnam Airlines,13:50,16:05,135,DLI,HAN,17-04-2025,0,BUSINESS,4654000
Vietnam Airlines,09:00,15:00,360,SGN,TBB,18-04-2025,1,BUSINESS,12503000
Vietnam Airlines,17:50,19:30,100,VII,CXR,19-04-2025,0,ECONOMY,1343000
Vietnam Airlines,13:30,22:50,560,VII,DAD,17-04-2025,1,ECONOMY,2566000
Bamboo Airways,07:45,09:05,80,DAD,HAN,17-04-2025,0,BUSINESS,2395000
Bamboo Airways,17:45,20:00,135,HAN,SGN,20-04-2025,0,BUSINESS,4936000
Vietnam Airlines,21:20,22:50,90,SGN,DAD,19-04-2025,0,BUSINESS,3664000
Bamboo Airways,16:25,18:30,125,THD,SGN,16-04-2025,0,PREMIUM_ECONOMY,3192000
Bamboo Airways,16:25,18:30,125,THD,SGN,15-04-2025,0,PREMIUM_ECONOMY,3063000
VietJet Air,09:00,10:10,70,PQC,SGN,16-04-2025,0,ECONOMY,836900
Vietnam Airlines,06:00,11:20,320,DAD,DLI,21-04-2025,1,BUSINESS,8433000
Vietnam Airlines,06:20,13:25,425,HAN,BMV,20-04-2025,1,ECONOMY,3721000
Bamboo Airways,15:15,17:30,135,HPH,SGN,21-04-2025,0,PREMIUM_ECONOMY,3945000
Vietnam Airlines,09:45,11:45,120,CXR,HAN,15-04-2025,0,BUSINESS,6344000
Vietnam Airlines,14:05,19:20,315,CXR,UIH,20-04-2025,1,ECONOMY,2367000
Vietnam Airlines,10:20,17:55,455,PXU,VII,18-04-2025,1,ECONOMY,3771000
Vietnam Airlines,07:35,09:00,85,SGN,DAD,17-04-2025,0,BUSINESS,4024000
Vietnam Airlines,12:35,19:10,395,HUI,VDH,15-04-2025,1,ECONOMY,2702000
VietJet Air,08:30,09:55,85,HUI,SGN,21-04-2025,0,PREMIUM_ECONOMY,3209800
Vietnam Airlines,06:00,20:20,860,DAD,THD,19-04-2025,1,ECONOMY,2786000
Vietnam Airlines,13:55,20:50,415,VCS,VDO,19-04-2025,1,ECONOMY,2588000
VietJet Air,11:35,13:25,110,VCA,VII,17-04-2025,0,ECONOMY,1525300
Vietnam Airlines,15:50,17:50,120,CXR,HAN,16-04-2025,0,BUSINESS,6319000
VietJet Air,13:45,14:50,65,CXR,SGN,16-04-2025,0,ECONOMY,900700
Vietnam Airlines,08:00,13:30,330,DLI,VCS,20-04-2025,1,ECONOMY,2757000
Vietnam Airlines,15:35,22:15,400,VCL,SGN,20-04-2025,1,ECONOMY,4447000
VietJet Air,07:50,09:05,75,HUI,HAN,18-04-2025,0,PREMIUM_ECONOMY,3199800
Vietnam Airlines,08:40,10:10,90,DAD,SGN,15-04-2025,0,ECONOMY,1933000
Bamboo Airways,05:45,07:05,80,SGN,DAD,21-04-2025,0,ECONOMY,861000
Vietnam Airlines,11:20,16:15,295,VII,PQC,20-04-2025,1,ECONOMY,3950000
Vietnam Airlines,10:40,12:40,120,CXR,HAN,17-04-2025,0,BUSINESS,5784000
Vietnam Airlines,15:40,23:30,470,TBB,SGN,21-04-2025,1,ECONOMY,7067000
VietJet Air,13:15,14:50,95,VII,CXR,17-04-2025,0,ECONOMY,1410900
Vietnam Airlines,10:25,11:55,90,SGN,HUI,21-04-2025,0,BUSINESS,3459000
Vietnam Airlines,08:25,18:10,585,HUI,VII,20-04-2025,1,ECONOMY,2726000
Bamboo Airways,05:35,07:45,130,HAN,SGN,17-04-2025,0,PREMIUM_ECONOMY,3766000
VietJet Air,05:35,07:25,110,HAN,DLI,16-04-2025,0,ECONOMY,1091900
Vietnam Airlines,16:05,22:50,405,UIH,DAD,20-04-2025,1,ECONOMY,2215000
Vietnam Airlines,10:55,13:05,130,SGN,HPH,16-04-2025,0,ECONOMY,2170000
Vietnam Airlines,06:50,15:35,525,VCS,CXR,20-04-2025,1,ECONOMY,2433000
VietJet Air,05:20,06:20,60,SGN,BMV,19-04-2025,0,ECONOMY,880700
Vietnam Airlines,10:05,19:40,575,VDH,DAD,20-04-2025,1,ECONOMY,2827000
Vietnam Airlines,17:35,19:25,110,DAD,SGN,17-04-2025,0,ECONOMY,1516000
Vietnam Airlines,12:35,20:30,475,HUI,BMV,18-04-2025,1,ECONOMY,2716000
Bamboo Airways,12:25,14:35,130,HAN,PQC,16-04-2025,0,PREMIUM_ECONOMY,4166000
Vietnam Airlines,06:50,19:45,775,VCS,DLI,19-04-2025,1,ECONOMY,2261000
Bamboo Airways,07:25,09:50,145,HAN,VCS,21-04-2025,0,BUSINESS,4693000
Vietnam Airlines,10:10,12:25,135,VCA,HAN,18-04-2025,0,ECONOMY,2077000
Vietnam Airlines,12:00,18:05,365,UIH,PQC,17-04-2025,1,ECONOMY,1889000
Vietnam Airlines,14:00,19:20,320,HAN,UIH,20-04-2025,1,ECONOMY,3402000
Vietnam Airlines,14:15,21:15,420,VCL,HAN,17-04-2025,1,ECONOMY,5967000
Vietnam Airlines,09:25,14:10,285,VCS,CAH,18-04-2025,1,ECONOMY,3138000
VietJet Air,13:35,14:55,80,SGN,DAD,21-04-2025,0,PREMIUM_ECONOMY,3189800
Vietnam Airlines,15:05,16:20,75,SGN,PXU,19-04-2025,0,BUSINESS,2674000
Vietnam Airlines,13:30,22:15,525,VII,HAN,20-04-2025,1,ECONOMY,5237000
VietJet Air,16:10,17:15,65,SGN,PQC,20-04-2025,0,ECONOMY,727000
VietJet Air,05:55,07:10,75,HAN,HUI,15-04-2025,0,ECONOMY,1235900
Bamboo Airways,16:05,17:35,90,DAD,SGN,16-04-2025,0,BUSINESS,3473000
Vietnam Airlines,10:05,20:15,610,VDH,HUI,18-04-2025,1,ECONOMY,2784000
Bamboo Airways,18:35,19:50,75,HAN,HUI,20-04-2025,0,PREMIUM_ECONOMY,2871000
VietJet Air,06:05,07:15,70,SGN,TBB,15-04-2025,0,ECONOMY,737000
Vietnam Airlines,15:30,23:25,475,DLI,HPH,17-04-2025,1,ECONOMY,3915000
Bamboo Airways,12:20,13:20,60,SGN,DLI,18-04-2025,0,BUSINESS,1980000
Vietnam Airlines,11:05,12:40,95,UIH,SGN,21-04-2025,0,BUSINESS,4664000
VietJet Air,21:35,23:35,120,THD,SGN,18-04-2025,0,PREMIUM_ECONOMY,4637000
Vietnam Airlines,08:00,15:50,470,DLI,VII,21-04-2025,1,ECONOMY,3101000
Vietnam Airlines,15:40,22:15,395,TBB,SGN,19-04-2025,1,ECONOMY,5212000
Bamboo Airways,12:40,18:00,320,CXR,VDH,19-04-2025,1,ECONOMY,3963000
Vietnam Airlines,07:55,15:10,435,DLI,DAD,20-04-2025,1,ECONOMY,3044000
Bamboo Airways,07:45,09:05,80,DAD,HAN,20-04-2025,0,PREMIUM_ECONOMY,2405000
VietJet Air,18:10,19:45,95,PXU,HAN,15-04-2025,0,PREMIUM_ECONOMY,3605600
Vietnam Airlines,09:15,11:15,120,VII,SGN,18-04-2025,0,BUSINESS,5014000
Bamboo Airways,05:45,07:05,80,SGN,DAD,15-04-2025,0,BUSINESS,2405000
Vietnam Airlines,09:15,18:20,545,VII,DAD,15-04-2025,1,ECONOMY,4188000
Vietnam Airlines,06:50,21:10,860,VCS,HPH,21-04-2025,1,ECONOMY,3643000
VietJet Air,08:40,09:45,65,UIH,SGN,16-04-2025,0,ECONOMY,1170900
Bamboo Airways,17:25,18:35,70,PQC,SGN,21-04-2025,0,BUSINESS,2934000
VietJet Air,21:10,22:15,65,CXR,SGN,15-04-2025,0,PREMIUM_ECONOMY,3257000
Vietnam Airlines,09:40,18:20,520,THD,VCL,17-04-2025,1,ECONOMY,3169000
VietJet Air,13:00,15:00,120,PQC,HAN,18-04-2025,0,PREMIUM_ECONOMY,4839800
VietJet Air,10:20,12:10,110,SGN,VII,19-04-2025,0,ECONOMY,1089900
Vietnam Airlines,13:05,14:35,90,SGN,HUI,20-04-2025,0,BUSINESS,3699000
Vietnam Airlines,01:35,12:50,675,DAD,VII,18-04-2025,2,ECONOMY,4393000
Vietnam Airlines,10:45,12:45,120,DLI,HAN,16-04-2025,0,BUSINESS,4654000
Bamboo Airways,14:05,15:35,90,DLI,VII,19-04-2025,0,ECONOMY,1172000
Vietnam Airlines,12:30,14:00,90,HAN,DAD,20-04-2025,0,ECONOMY,1670000
Bamboo Airways,10:25,21:05,640,UIH,PQC,19-04-2025,1,ECONOMY,2184000
VietJet Air,17:55,19:35,100,DLI,HPH,19-04-2025,0,ECONOMY,1828900
Bamboo Airways,19:50,21:20,90,HAN,DAD,20-04-2025,0,BUSINESS,2780000
Vietnam Airlines,12:45,23:10,625,HPH,SGN,19-04-2025,1,ECONOMY,3038000
Bamboo Airways,15:40,17:35,115,CXR,HAN,20-04-2025,0,PREMIUM_ECONOMY,3622000
Bamboo Airways,12:30,14:50,140,VCS,HAN,15-04-2025,0,ECONOMY,3824000
Vietnam Airlines,10:45,12:25,100,DAD,SGN,18-04-2025,0,ECONOMY,1373000
Vietnam Airlines,06:50,19:45,775,VCS,VDH,21-04-2025,1,ECONOMY,2928000
Vietnam Airlines,13:55,14:55,60,SGN,CXR,16-04-2025,0,BUSINESS,3699000
Vietnam Airlines,11:05,13:10,125,HAN,DLI,16-04-2025,0,ECONOMY,3631000
VietJet Air,10:20,12:10,110,SGN,VII,16-04-2025,0,PREMIUM_ECONOMY,4687000
Bamboo Airways,20:40,22:50,130,SGN,HAN,20-04-2025,0,PREMIUM_ECONOMY,6101000
VietJet Air,07:30,08:55,85,DAD,SGN,21-04-2025,0,ECONOMY,1386900
VietJet Air,11:20,13:10,110,PQC,THD,15-04-2025,0,ECONOMY,735900
Vietnam Airlines,13:25,18:10,285,CXR,VII,20-04-2025,1,BUSINESS,8988000
Vietnam Airlines,18:00,20:15,135,SGN,HAN,20-04-2025,0,BUSINESS,8979000
Vietnam Airlines,06:50,14:10,440,VCS,CAH,18-04-2025,1,ECONOMY,3035000
Vietravel Airlines,18:40,20:00,80,PQC,SGN,20-04-2025,0,ECONOMY,847800
Bamboo Airways,11:20,13:00,100,UIH,HAN,19-04-2025,0,BUSINESS,2760000
Vietnam Airlines,01:35,03:10,95,DAD,HAN,20-04-2025,0,BUSINESS,3684000
Vietnam Airlines,09:40,15:25,345,VCS,UIH,16-04-2025,1,ECONOMY,3693000
Bamboo Airways,10:00,20:25,625,VKG,PQC,21-04-2025,1,ECONOMY,3528000
Vietnam Airlines,08:10,13:25,315,VCS,BMV,20-04-2025,1,ECONOMY,3365000
Vietnam Airlines,07:00,15:50,530,HAN,VII,20-04-2025,1,ECONOMY,3501000
Bamboo Airways,10:00,19:50,590,VKG,HUI,15-04-2025,1,ECONOMY,3990000
Bamboo Airways,11:20,21:10,590,UIH,CXR,16-04-2025,1,ECONOMY,4551000
VietJet Air,17:55,19:35,100,DLI,HPH,17-04-2025,0,PREMIUM_ECONOMY,4657000
Vietnam Airlines,12:50,17:50,300,DAD,DLI,16-04-2025,1,ECONOMY,4654000
Vietnam Airlines,09:50,17:10,440,HAN,VII,21-04-2025,1,ECONOMY,6636000
Vietnam Airlines,09:00,11:15,135,HAN,SGN,20-04-2025,0,BUSINESS,8974000
Vietnam Airlines,09:50,11:20,90,SGN,DAD,16-04-2025,0,ECONOMY,2531000
Vietnam Airlines,10:45,20:10,565,DLI,DAD,16-04-2025,1,BUSINESS,9538000
Vietnam Airlines,15:25,21:25,360,THD,PQC,18-04-2025,1,ECONOMY,1948000
Vietnam Airlines,06:00,11:00,300,DAD,PQC,17-04-2025,1,ECONOMY,2016000
Vietnam Airlines,06:25,11:15,290,HPH,BMV,18-04-2025,1,ECONOMY,3805000
Bamboo Airways,05:45,07:05,80,SGN,DAD,18-04-2025,0,BUSINESS,2395000
VietJet Air,21:35,23:35,120,THD,SGN,21-04-2025,0,PREMIUM_ECONOMY,4637000
Vietnam Airlines,19:20,20:55,95,HAN,DAD,21-04-2025,0,BUSINESS,3664000
VietJet Air,09:40,10:45,65,CXR,PQC,21-04-2025,0,PREMIUM_ECONOMY,3169800
Vietnam Airlines,10:15,18:15,480,PQC,DAD,16-04-2025,1,ECONOMY,4995000
Vietnam Airlines,10:40,16:15,335,HAN,PQC,15-04-2025,1,ECONOMY,3627000
Vietnam Airlines,08:00,19:10,670,DLI,VDH,15-04-2025,2,ECONOMY,5877000
Vietnam Airlines,09:15,20:20,665,TBB,THD,21-04-2025,1,ECONOMY,2611000
Bamboo Airways,08:50,10:35,105,HAN,UIH,16-04-2025,0,ECONOMY,1436000
Vietnam Airlines,09:00,19:10,610,VII,VDH,15-04-2025,1,ECONOMY,2451000
VietJet Air,13:10,14:35,85,HUI,SGN,21-04-2025,0,PREMIUM_ECONOMY,3209800
Vietnam Airlines,13:00,17:25,265,PQC,VCS,18-04-2025,1,ECONOMY,2272000
Vietnam Airlines,06:25,14:55,510,HPH,CXR,20-04-2025,1,ECONOMY,2461000
Vietnam Airlines,16:00,17:30,90,DAD,SGN,18-04-2025,0,ECONOMY,1560000
Bamboo Airways,17:50,19:10,80,DAD,HAN,21-04-2025,0,ECONOMY,2582000
Vietnam Airlines,13:20,18:55,335,PQC,PXU,16-04-2025,1,ECONOMY,1546000
Vietnam Airlines,06:00,11:20,320,DAD,DLI,15-04-2025,1,ECONOMY,4347000
VietJet Air,13:10,14:35,85,SGN,HUI,16-04-2025,0,PREMIUM_ECONOMY,3199800
Vietnam Airlines,06:25,19:10,765,HPH,VDH,21-04-2025,2,ECONOMY,5922000
VietJet Air,06:10,08:10,120,SGN,THD,18-04-2025,0,PREMIUM_ECONOMY,4687000
Vietnam Airlines,08:00,20:50,770,HAN,VDO,21-04-2025,1,ECONOMY,3937000
Bamboo Airways,16:30,17:30,60,SGN,BMV,19-04-2025,0,ECONOMY,1253000
